번호,종목코드,종목명,fullcode
2874,A316300,,KR7316300003
2875,A316640,마이지놈박스,KR7316640002
2876,A316670,,KR7316670009
2877,A317030,케이비1,KR7317030005
2878,A317120,라닉스,KR7317120004
2879,A317240,TS트릴리온,KR7317240000
2880,A317320,한화에스비아이스팩,KR7317320000
2881,A317330,덕산테코피아,KR7317330009
2882,A317400,자이에스앤디,KR7317400000
2883,A317530,캐리소프트,KR7317530004
2884,A317690,퀀타매트릭스,KR7317690006
2885,A317770,슈프리마아이디,KR7317770006
2886,A317830,에스피시스템스,KR7317830008
2887,A317850,대모,KR7317850006
2888,A317860,노드메이슨,KR7317860005
2889,A317870,엔바이오니아,KR7317870004
2890,A318000,한국바이오젠,KR7318000007
2891,A318010,팜스빌,KR7318010006
2892,A318020,포인트모바일,KR7318020005
2893,A318410,비비씨,KR7318410008
2894,A318660,타임기술,KR7318660008
2895,A319400,현대무벡스,KR7319400008
2896,A319640,,KR7319640009
2897,A319660,피에스케이,KR7319660007
2898,A319870,,KR7319870002
2899,A320000,윈텍,KR7320000003
2900,A321260,유진스팩4호,KR7321260002
2901,A321410,,KR7321410003
2902,A321550,티움바이오,KR7321550006
2903,A321820,와이더플래닛,KR7321820003
2904,A322000,현대에너지솔루션,KR7322000001
2905,A322120,,KR7322120007
2906,A322130,,KR7322130006
2907,A322150,,KR7322150004
2908,A322180,티라유텍,KR7322180001
2909,A322190,에이스캠퍼,KR7322190000
2910,A322310,오로스테크놀로지,KR7322310004
2911,A322400,,KR7322400003
2912,A322410,,KR7322410002
2913,A322510,제이엘케이,KR7322510009
2914,A322780,코퍼스코리아,KR7322780008
2915,A322970,무진메디,KR7322970005
2916,A323210,이베스트이안스팩1호,KR7323210005
2917,A323230,엠에프엠코리아,KR7323230003
2918,A323280,신영,KR7323280008
2919,A323350,다원넥스뷰,KR7323350009
2920,A323410,카카오뱅크,KR7323410001
2921,A323530,아이월드제약,KR7323530006
2922,A323940,케이비,KR7323940007
2923,A323990,박셀바이오,KR7323990002
2924,A325010,,KR7325010007
2925,A325020,,KR7325020006
2926,A326030,SK바이오팜,KR7326030004
2927,A326230,,KR7326230000
2928,A326240,,KR7326240009
2929,A327260,RF머트리얼즈,KR7327260006
2930,A327610,펨토바이오메드,KR7327610002
2931,A327970,케어룸의료산업,KR7327970000
2932,A328270,리독스바이오,KR7328270004
2933,A328370,,KR7328370002
2934,A328380,미래에셋대우스팩3호,KR7328380001
2935,A329020,오션스톤,KR7329020002
2936,A329200,,KR7329200000
2937,A329560,상상인이안제,KR7329560007
2938,A329650,,KR7329650006
2939,A329660,,KR7329660005
2940,A329670,,KR7329670004
2941,A329750,,KR7329750004
2942,A330350,위더스제약,KR7330350000
2943,A330590,롯데리츠,KR7330590001
2944,A330860,네패스아크,KR7330860008
2945,A330990,케이비,KR7330990003
2946,A331380,유진,KR7331380006
2947,A331520,교보,KR7331520007
2948,A331660,한국미라클피플사,KR7331660001
2949,A331910,,KR7331910000
2950,A331920,셀레믹스,KR7331920009
2951,A332290,대신밸런스,KR7332290006
2952,A332370,아이디피,KR7332370006
2953,A332500,,KR7332500008
2954,A332570,와이팜,KR7332570001
2955,A332610,,KR7332610005
2956,A332620,,KR7332620004
2957,A332710,하나금융1,KR7332710003
2958,A332930,,KR7332930007
2959,A332940,,KR7332940006
2960,A333050,신한,KR7333050003
2961,A333430,일승,KR7333430007
2962,A333620,엔시스,KR7333620003
2963,A333940,,KR7333940005
2964,A333950,,KR7333950004
2965,A333960,,KR7333960003
2966,A333970,,KR7333970002
2967,A333980,,KR7333980001
2968,A334690,,KR7334690005
2969,A334700,,KR7334700002
2970,A334890,이지스밸류리츠,KR7334890001
2971,A334970,프레스티지바이오로직스,KR7334970001
2972,A335810,프리시젼바이오,KR7335810008
2973,A335870,IBKS,KR7335870002
2974,A335890,비올,KR7335890000
2975,A336040,이도바이오,KR7336040001
2976,A336060,유안타,KR7336060009
2977,A336160,,KR7336160007
2978,A336260,두산퓨얼셀,KR7336260005
2979,A33626K,두산퓨얼셀,KR733626K013
2980,A33626L,두산퓨얼셀,KR733626K021
2981,A336370,솔루스첨단소재,KR7336370002
2982,A33637K,솔루스첨단소재,KR733637K010
2983,A33637L,솔루스첨단소재,KR733637K028
2984,A336570,대신밸런스,KR7336570007
2985,A337120,,KR7337120000
2986,A337140,,KR7337140008
2987,A337150,,KR7337150007
2988,A337160,,KR7337160006
2989,A337450,SK,KR7337450001
2990,A337840,유엑스엔,KR7337840003
2991,A337930,브랜드엑스코퍼레이션,KR7337930002
2992,A338100,NH프라임리츠,KR7338100001
2993,A338220,뷰노,KR7338220007
2994,A339770,교촌에프앤비,KR7339770000
2995,A339950,아이비김영,KR7339950008
2996,A340120,하이,KR7340120005
2997,A340350,SK,KR7340350008
2998,A340360,유안타,KR7340360007
2999,A340440,한화플러스,KR7340440007
3000,A340570,티앤엘,KR7340570001
3001,A340930,유일에너테크,KR7340930007
3002,A341160,하나금융1,KR7341160000
3003,A341310,이앤에치,KR7341310001
3004,A341850,,KR7341850006
3005,A342140,,KR7342140001
3006,A342500,,KR7342500006
3007,A342550,케이비제,KR7342550001
3008,A342600,,KR7342600004
3009,A342610,,KR7342610003
3010,A342620,,KR7342620002
3011,A343090,단디바이오,KR7343090007
3012,A343510,하나금융1,KR7343510004
3013,A344050,신영스팩6호,KR7344050000
3014,A344820,KCC글라스,KR7344820006
3015,A344860,이노진,KR7344860002
3016,A346000,,KR7346000003
3017,A347000,센코,KR7347000002
3018,A347140,케이프이에스제4호,KR7347140006
3019,A347700,라이프시맨틱스,KR7347700007
3020,A347740,피엔케이피부임상연구센타,KR7347740003
3021,A347770,핌스,KR7347770000
3022,A347860,알체라,KR7347860009
3023,A347890,엠투아이,KR7347890006
3024,A348030,모비릭스,KR7348030008
3025,A348150,고바이오랩,KR7348150004
3026,A348210,넥스틴,KR7348210006
3027,A348350,위드텍,KR7348350000
3028,A348840,데이드림엔터,KR7348840000
3029,A348950,제이알글로벌리츠,KR7348950007
3030,A349720,이베스트,KR7349720003
3031,A350520,이지스레지던스리츠,KR7350520003
3032,A351320,IBKS,KR7351320007
3033,A351330,이삭엔지니어링,KR7351330006
3034,A351340,IBKS,KR7351340005
3035,A352480,씨앤씨인터내셔널,KR7352480008
3036,A352540,,KR7352540009
3037,A352560,,KR7352560007
3038,A352700,씨앤투스성진,KR7352700009
3039,A352770,클리노믹스,KR7352770002
3040,A352820,하이브,KR7352820005
3041,A352910,오비고,KR7352910004
3042,A352940,인바이오,KR7352940001
3043,A353060,에이치엠씨,KR7353060007
3044,A353070,에이치엠씨,KR7353070006
3045,A353190,휴럼,KR7353190002
3046,A353200,대덕전자,KR7353200009
3047,A35320K,대덕전자,KR735320K011
3048,A353490,미래에셋대우스팩 5호,KR7353490006
3049,A353810,이지바이오,KR7353810005
3050,A354200,엔젠바이오,KR7354200008
3051,A354230,폭스소프트,KR7354230005
3052,A354240,,KR7354240004
3053,A354350,,KR7354350001
3054,A354500,,KR7354500001
3055,A355150,교보,KR7355150004
3056,A356540,,KR7356540005
3057,A356860,티엘비,KR7356860007
3058,A356890,싸이버원,KR7356890004
3059,A357120,코람코에너지리츠,KR7357120005
3060,A357230,에이치피오,KR7357230002
3061,A357250,미래에셋맵스리츠,KR7357250000
3062,A357550,석경에이티,KR7357550003
3063,A357580,아모센스,KR7357580000
3064,A357780,솔브레인,KR7357780006
3065,A357870,,KR7357870005
3066,A359090,엔에이치스팩17호,KR7359090008
3067,A359210,,KR7359210002
3068,A360140,,KR7360140008
3069,A360150,,KR7360150007
3070,A360200,,KR7360200000
3071,A360750,,KR7360750004
3072,A361390,제노코,KR7361390008
3073,A361580,,KR7361580004
3074,A361590,,KR7361590003
3075,A361610,SK아이이테크놀로지,KR7361610009
3076,A361670,삼영에스앤씨,KR7361670003
3077,A363230,투니플레이,KR7363230004
3078,A363250,진시스템,KR7363250002
3079,A363260,하나금융1,KR7363260001
3080,A363280,티와이홀딩스,KR7363280009
3081,A36328K,티와이홀딩스,KR736328K013
3082,A363510,SMART KIS단기통안채,KR7363510009
3083,A363570,,KR7363570003
3084,A363580,,KR7363580002
3085,A364690,,KR7364690008
3086,A364960,,KR7364960005
3087,A364970,,KR7364970004
3088,A364980,,KR7364980003
3089,A364990,,KR7364990002
3090,A365000,,KR7365000009
3091,A365040,,KR7365040005
3092,A365270,큐라클,KR7365270008
3093,A365550,ESR켄달스퀘어리츠,KR7365550003
3094,A365590,엔에이치스팩18호,KR7365590009
3095,A365780,,KR7365780006
3096,A366130,랩토,KR7366130003
3097,A366330,신한,KR7366330009
3098,A367340,DB금융스팩8호,KR7367340007
3099,A367360,DB금융스팩9호,KR7367360005
3100,A367380,,KR7367380003
3101,A367460,유안타,KR7367460003
3102,A367480,유안타,KR7367480001
3103,A367740,,KR7367740008
3104,A367760,,KR7367760006
3105,A367770,,KR7367770005
3106,A368190,,KR7368190005
3107,A368200,,KR7368200002
3108,A368470,,KR7368470001
3109,A368590,,KR7368590006
3110,A368680,,KR7368680005
3111,A368770,한국,KR7368770004
3112,A369370,대신밸런스,KR7369370002
3113,A371130,,KR7371130006
3114,A371150,,KR7371150004
3115,A371160,,KR7371160003
3116,A371450,,KR7371450008
3117,A371460,,KR7371460007
3118,A371470,,KR7371470006
3119,A371870,,KR7371870007
3120,A372290,하나머스트,KR7372290007
3121,A372330,,KR7372330001
3122,A373200,IBKS,KR7373200005
3123,A373340,유진스팩6호,KR7373340009
3124,A373490,,KR7373490002
3125,A373530,,KR7373530005
3126,A373790,,KR7373790005
3127,A375270,,KR7375270006
3128,A375500,DL이앤씨,KR7375500006
3129,A37550K,DL이앤씨,KR737550K011
3130,A375760,,KR7375760006
3131,A375770,,KR7375770005
3132,A376190,엘비루셈,KR7376190005
3133,A376250,,KR7376250007
3134,A376410,,KR7376410007
3135,A376910,실력산업,KR7376910006
3136,A377030,맥스트,KR7377030002
3137,A377400,하이,KR7377400007
3138,A377630,삼성스팩4호,KR7377630009
3139,A377990,,KR7377990007
3140,A378850,화승알앤에이,KR7378850002
3141,A379390,이성씨엔아이,KR7379390008
3142,A379780,,KR7379780000
3143,A379790,,KR7379790009
3144,A379800,,KR7379800006
3145,A379810,,KR7379810005
3146,A380320,삼성머스트,KR7380320002
3147,A380340,,KR7380340000
3148,A380440,엔에이치스팩19호,KR7380440008
3149,A381170,,KR7381170000
3150,A381180,,KR7381180009
3151,A381530,인동첨단소재,KR7381530005
3152,A381560,,KR7381560002
3153,A381570,,KR7381570001
3154,A383220,F&F,KR7383220001
3155,A383310,에코프로에이치엔,KR7383310000
3156,A383800,LX홀딩스,KR7383800000
3157,A38380K,LX홀딩스,KR738380K012
3158,A385510,,KR7385510003
3159,A385520,,KR7385520002
3160,A385540,,KR7385540000
3161,A385550,,KR7385550009
3162,A385560,,KR7385560008
3163,A385590,네비게이터 ESG액티브,KR7385590005
3164,A385600,네비게이터 친환경자동차밸류체인액티브,KR7385600002
3165,A385710,TIMEFOLIO BBIG액티브,KR7385710009
3166,A385720,TIMEFOLIO Kstock액티브,KR7385720008
3167,A386580,한화플러스제,KR7386580005
3168,A387270,,KR7387270002
3169,A387280,,KR7387280001
3170,A387530,로드,KR7387530009
3171,A388280,,KR7388280000
3172,A388420,,KR7388420002
3173,A390390,,KR7390390003
3174,A390400,,KR7390400000
3175,A390950,,KR7390950004
3176,A391590,,KR7391590007
3177,A391600,,KR7391600004
3178,A391670,HK 베스트일레븐액티브,KR7391670007
3179,A391680,HK 하이볼액티브,KR7391680006
3180,A394340,,KR7394340004
3181,A394350,,KR7394350003
3182,A394660,,KR7394660005
3183,A394670,,KR7394670004
3184,A395150,,KR7395150006
3185,A395160,,KR7395160005
3186,A395170,,KR7395170004
3187,A395270,,KR7395270002
3188,A395280,,KR7395280001
3189,A395290,,KR7395290000
3190,A395750,,KR7395750003
3191,A395760,,KR7395760002
3192,A396500,,KR7396500001
3193,A396510,,KR7396510000
3194,A396520,,KR7396520009
3195,A900070,글로벌에스엠,KYG3931T1076
3196,A900100,애머릿지,USU652221081
3197,A900110,이스트아시아홀딩스,HK0000057197
3198,A900120,씨케이에이치,KYG2114A1094
3199,A900140,엘브이엠씨홀딩스,KYG5307W1015
3200,A900250,크리스탈신소재,KYG2115T1076
3201,A900260,로스웰,HK0000295359
3202,A900270,헝셩그룹,HK0000214814
3203,A900280,골든센츄리,KYG1990V1041
3204,A900290,GRT,HK0000307485
3205,A900300,오가닉티코스메틱,HK0000312568
3206,A900310,컬러레이,HK0000341732
3207,A900340,윙입푸드,HK0000449303
3208,A950110,SBI핀테크솔루션즈,KR8392070007
3209,A950130,엑세스바이오,KR8840090003
3210,A950140,잉글우드랩,KR8840110108
3211,A950160,코오롱티슈진,KR8840120008
3212,A950170,JTC,KR8392080006
3213,A950180,SNK,KR8392100002
3214,A950190,미투젠,KR8344390008
3215,A950200,소마젠,KR8840150005
3216,A950210,프레스티지바이오파마,KR8702070002
3217,A950220,네오이뮨텍Reg.S,KR8840140006
3218,J50G001,,KRA501101B62
3219,J50G004,,KRA501104B69
3220,J50G008,,KRA501108B65
3221,J50G009,,KRA501109B64
3222,J50G012,,KRA501112B69
3223,J50G013,,KRA501113B68
3224,J50G015,,KRA501115B66
3225,J50G016,,KRA501116B65
3226,J50G020,,KRA501120B69
3227,J50G021,,KRA501101B70
3228,J50G022,,KRA501102B79
3229,J50G023,,KRA501203B77
3230,J50G024,,KRA501104B77
3231,J50G025,,KRA501105B76
3232,J50G026,,KRA501206B74
3233,J50G027,,KRA501107B74
3234,J50G028,,KRA501108B73
3235,J50G029,,KRA501209B71
3236,J50G030,,KRA501110B79
3237,J50G031,,KRA501111B78
3238,J50G032,,KRA501212B76
3239,J50G033,,KRA501113B76
3240,J50G034,,KRA501114B75
3241,J50G035,,KRA501215B73
3242,J50G036,,KRA501116B73
3243,J50G037,,KRA501117B72
3244,J50G038,,KRA501218B70
3245,J50G039,,KRA501119B70
3246,J50G040,,KRA501120B77
3247,J50G041,,KRA501221B75
3248,J50G042,,KRA501122B75
3249,J50G043,,KRA501123B74
3250,J50G044,,KRA501224B72
3251,J50G045,,KRA501125B72
3252,J50G046,,KRA501126B71
3253,J50G047,,KRA501227B79
3254,J50G048,,KRA501128B79
3255,J50G049,,KRA501129B78
3256,J50G050,,KRA501230B74
3257,J50G051,,KRA501131B74
3258,J50G052,,KRA501132B73
3259,J50G053,,KRA501233B71
3260,J50G054,,KRA501134B71
3261,J50G055,,KRA501135B70
3262,J50G056,,KRA501236B78
3263,J50G057,,KRA501137B78
3264,J50G058,,KRA501138B77
3265,J50G059,,KRA501239B75
3266,J50G060,,KRA501140B73
3267,J50G061,,KRA501141B72
3268,J50G062,,KRA501242B70
3269,J50G063,,KRA501143B70
3270,J50G064,,KRA501144B79
3271,J50G065,,KRA501245B77
3272,J50G066,,KRA501146B77
3273,J50G067,,KRA501147B76
3274,J50G068,,KRA501248B74
3275,J50G069,,KRA501149B74
3276,J50G070,,KRA501150B70
3277,J50G071,,KRA501251B78
3278,J50G072,,KRA501152B78
3279,J50G073,,KRA501153B77
3280,J50G074,,KRA501254B75
3281,J50G075,,KRA501155B75
3282,J50G076,,KRA501156B74
3283,J50G077,,KRA501257B72
3284,J50G078,,KRA501158B72
3285,J50G079,,KRA501159B71
3286,J50G080,,KRA501260B77
3287,J52FD81,,KRA521125AA3
3288,J52FD92,,KRA521136AA0
3289,J52FF19,,KRA521139AB2
3290,J52FF20,,KRA521140AB0
3291,J52FG43,,KRA521106AC9
3292,J52G030,,KRA521130B16
3293,J52G044,,KRA521144B10
3294,J52G162,,KRA5231BWB17
3295,J52G163,,KRA5231BXB16
3296,J52G164,,KRA5231BYB15
3297,J52G165,,KRA5231BZB14
3298,J52G166,,KRA5231C0B16
3299,J52G173,,KRA521107B23
3300,J52G177,,KRA521111B27
3301,J52G180,,KRA521114B24
3302,J52G182,,KRA521116B22
3303,J52G183,,KRA521117B21
3304,J52G186,,KRA521120B26
3305,J52G321,,KRA521103B35
3306,J52G338,,KRA521120B34
3307,J52G352,,KRA521134B38
3308,J52G353,,KRA521135B37
3309,J52G364,,KRA521146B34
3310,J52G433,,KRA5211B8B46
3311,J52G435,,KRA521203B42
3312,J52G438,,KRA521106B40
3313,J52G439,,KRA521107B49
3314,J52G441,,KRA521209B46
3315,J52G444,,KRA521112B42
3316,J52G445,,KRA521113B41
3317,J52G449,,KRA521117B47
3318,J52G455,,KRA521123B49
3319,J52G456,,KRA521124B48
3320,J52G461,,KRA521129B43
3321,J52G465,,KRA521233B46
3322,J52G467,,KRA521135B45
3323,J52G469,,KRA521137B43
3324,J52G489,,KRA521157B48
3325,J52G491,,KRA521159B46
3326,J52G492,,KRA521160B43
3327,J52G530,,KRA523198B45
3328,J52G531,,KRA523199B44
3329,J52G532,,KRA5231A0B44
3330,J52G533,,KRA5231A1B43
3331,J52G534,,KRA5231A2B42
3332,J52G535,,KRA5231A3B41
3333,J52G536,,KRA5231A4B40
3334,J52G537,,KRA5231A5B49
3335,J52G538,,KRA5231A6B48
3336,J52G539,,KRA5231A7B47
3337,J52G540,,KRA5231A8B46
3338,J52G541,,KRA5231A9B45
3339,J52G542,,KRA5231AAB48
3340,J52G543,,KRA5231ABB47
3341,J52G544,,KRA5231ACB46
3342,J52G545,,KRA5231ADB45
3343,J52G546,,KRA5231AEB44
3344,J52G547,,KRA5231AFB43
3345,J52G548,,KRA5231AGB42
3346,J52G549,,KRA5231AHB41
3347,J52G550,,KRA5231AJB49
3348,J52G551,,KRA5231AKB46
3349,J52G552,,KRA5231ALB45
3350,J52G553,,KRA5231AMB44
3351,J52G554,,KRA5231ANB43
3352,J52G555,,KRA5232APB40
3353,J52G556,,KRA5232AQB49
3354,J52G557,,KRA5232ARB48
3355,J52G558,,KRA5232ASB47
3356,J52G559,,KRA5232ATB46
3357,J52G560,,KRA5232AVB42
3358,J52G561,,KRA5232AWB41
3359,J52G562,,KRA5232AXB40
3360,J52G563,,KRA5232AYB49
3361,J52G564,,KRA5232AZB48
3362,J52G565,,KRA5232B0B40
3363,J52G566,,KRA5232B1B49
3364,J52G567,,KRA5232B2B48
3365,J52G568,,KRA5232B3B47
3366,J52G569,,KRA5232B4B46
3367,J52G570,,KRA5232B5B45
3368,J52G571,,KRA5232B6B44
3369,J52G572,,KRA521101B52
3370,J52G573,,KRA521102B51
3371,J52G574,,KRA521103B50
3372,J52G575,,KRA521104B59
3373,J52G576,,KRA521105B58
3374,J52G577,,KRA521106B57
3375,J52G578,,KRA521107B56
3376,J52G580,,KRA521109B54
3377,J52G581,,KRA521110B51
3378,J52G582,,KRA521111B50
3379,J52G583,,KRA521112B59
3380,J52G584,,KRA521113B58
3381,J52G585,,KRA521114B57
3382,J52G586,,KRA521115B56
3383,J52G588,,KRA521117B54
3384,J52G589,,KRA521218B52
3385,J52G590,,KRA521119B52
3386,J52G591,,KRA521120B59
3387,J52G592,,KRA521121B58
3388,J52G594,,KRA521123B56
3389,J52G596,,KRA521125B54
3390,J52G597,,KRA521126B53
3391,J52G598,,KRA521127B52
3392,J52G599,,KRA521128B51
3393,J52G600,,KRA521129B50
3394,J52G601,,KRA521130B57
3395,J52G602,,KRA521131B56
3396,J52G603,,KRA521132B55
3397,J52G604,,KRA521133B54
3398,J52G605,,KRA521134B53
3399,J52G606,,KRA521135B52
3400,J52G607,,KRA521136B51
3401,J52G608,,KRA521137B50
3402,J52G609,,KRA521138B59
3403,J52G610,,KRA521139B58
3404,J52G611,,KRA521140B55
3405,J52G612,,KRA521141B54
3406,J52G613,,KRA521142B53
3407,J52G614,,KRA521143B52
3408,J52G615,,KRA521144B51
3409,J52G616,,KRA521145B50
